,Gene,isTF,isCDMarker,StatisticsValue,P-value,Adj P-value,GroupAllErith_PT_0,GroupAllErith_PT_0.01,GroupAllErith_PT_0.02,GroupAllErith_PT_0.03,GroupAllErith_PT_0.04,GroupAllErith_PT_0.05,GroupAllErith_PT_0.06,GroupAllErith_PT_0.07,GroupAllErith_PT_0.08,GroupAllErith_PT_0.09,GroupAllErith_PT_0.1,GroupAllErith_PT_0.11,GroupAllErith_PT_0.12,GroupAllErith_PT_0.13,GroupAllErith_PT_0.14,GroupAllErith_PT_0.15,GroupAllErith_PT_0.16,GroupAllErith_PT_0.17,GroupAllErith_PT_0.18,GroupAllErith_PT_0.19,GroupAllErith_PT_0.2,GroupAllErith_PT_0.21,GroupAllErith_PT_0.22,GroupAllErith_PT_0.23,GroupAllErith_PT_0.24,GroupAllErith_PT_0.25,GroupAllErith_PT_0.26,GroupAllErith_PT_0.27,GroupAllErith_PT_0.28,GroupAllErith_PT_0.29,GroupAllErith_PT_0.3,GroupAllErith_PT_0.31,GroupAllErith_PT_0.32,GroupAllErith_PT_0.33,GroupAllErith_PT_0.34,GroupAllErith_PT_0.35,GroupAllErith_PT_0.36,GroupAllErith_PT_0.37,GroupAllErith_PT_0.38,GroupAllErith_PT_0.39,GroupAllErith_PT_0.4,GroupAllErith_PT_0.41,GroupAllErith_PT_0.42,GroupAllErith_PT_0.43,GroupAllErith_PT_0.44,GroupAllErith_PT_0.45,GroupAllErith_PT_0.46,GroupAllErith_PT_0.47,GroupAllErith_PT_0.48,GroupAllErith_PT_0.49,GroupAllErith_PT_0.5,GroupAllErith_PT_0.51,GroupAllErith_PT_0.52,GroupAllErith_PT_0.53,GroupAllErith_PT_0.54,GroupAllErith_PT_0.55,GroupAllErith_PT_0.56,GroupAllErith_PT_0.57,GroupAllErith_PT_0.58,GroupAllErith_PT_0.59,GroupAllErith_PT_0.6,GroupAllErith_PT_0.61,GroupAllErith_PT_0.62,GroupAllErith_PT_0.63,GroupAllErith_PT_0.64,GroupAllErith_PT_0.65,GroupAllErith_PT_0.66,GroupAllErith_PT_0.67,GroupAllErith_PT_0.68,GroupAllErith_PT_0.69,GroupAllErith_PT_0.7,GroupAllErith_PT_0.71,GroupAllErith_PT_0.72,GroupAllErith_PT_0.73,GroupAllErith_PT_0.74,GroupAllErith_PT_0.75,GroupAllErith_PT_0.76,GroupAllErith_PT_0.77,GroupAllErith_PT_0.78,GroupAllErith_PT_0.79,GroupAllErith_PT_0.8,GroupAllErith_PT_0.81,GroupAllErith_PT_0.82,GroupAllErith_PT_0.83,GroupAllErith_PT_0.84,GroupAllErith_PT_0.85,GroupAllErith_PT_0.86,GroupAllErith_PT_0.87,GroupAllErith_PT_0.88,GroupAllErith_PT_0.89,GroupAllErith_PT_0.9,GroupAllErith_PT_0.91,GroupAllErith_PT_0.92,GroupAllErith_PT_0.93,GroupAllErith_PT_0.94,GroupAllErith_PT_0.95,GroupAllErith_PT_0.96,GroupAllErith_PT_0.97,GroupAllErith_PT_0.98,GroupAllErith_PT_0.99,GroupAllErith_PT_1
2516,GNB4,0,0,35.918,3.0087e-07,0.0012679,-0.24867,-0.2437715,-0.2388879,-0.23404,-0.22925,-0.22454,-0.21992267,-0.21541849,-0.2110471,-0.20683,-0.20278,-0.19892,-0.19527,-0.19184598,-0.18867,-0.18576,-0.18313,-0.18081,-0.17881,-0.17715152,-0.1758533,-0.17493,-0.17441,-0.17431,-0.17464,-0.17543,-0.1767,-0.17843451,-0.18061,-0.18316,-0.18604,-0.18919,-0.19257,-0.19611,-0.19978046,-0.20351297,-0.20726,-0.21097,-0.21459,-0.21806,-0.22135773,-0.2244723,-0.2274,-0.23014,-0.23269,-0.23505,-0.23722,-0.23918424,-0.24095,-0.24252,-0.2438761,-0.24502932,-0.24597,-0.24671,-0.24722,-0.24752422,-0.24761,-0.24747,-0.24710409,-0.24651,-0.24569677,-0.24464771,-0.24336518,-0.24185,-0.24009,-0.23809262,-0.23585,-0.23336603,-0.23063205,-0.22765,-0.22441064,-0.2209184,-0.21716859,-0.21316011,-0.20889951,-0.20439611,-0.19965926,-0.1947,-0.18952,-0.18414136,-0.17856,-0.1728,-0.16685854,-0.16074898,-0.15448,-0.14806,-0.14151,-0.13482,-0.12801,-0.12108,-0.11406002,-0.10694194,-0.09974,-0.092463,-0.08512078,-0.07772256,-0.07027764,-0.062795,-0.055285,-0.04775612,-0.040218
2517,PXMP4,0,0,40.891,2.8314e-08,0.0001271,-0.11579,-0.1158492,-0.1158985,-0.11594,-0.11596,-0.11597,-0.11594693,-0.11589695,-0.1158122,-0.11569,-0.11552,-0.1153,-0.11503,-0.11469307,-0.1143,-0.11383,-0.11329,-0.11267,-0.11196,-0.11116469,-0.11027531,-0.10929,-0.10819,-0.10699,-0.10567,-0.10424,-0.10268,-0.10099847,-0.099224,-0.097386,-0.095517,-0.093646,-0.091804,-0.090022,-0.08833189,-0.08676331,-0.085347,-0.084115,-0.083097,-0.082324,-0.08180906,-0.08153573,-0.081484,-0.081635,-0.081968,-0.082465,-0.083104,-0.08386777,-0.084735,-0.085687,-0.0867032,-0.08776469,-0.088852,-0.089944,-0.091023,-0.09206849,-0.093061,-0.09398,-0.094807,-0.095522,-0.09610496,-0.09653669,-0.09679739,-0.096867,-0.096727,-0.09635686,-0.095737,-0.09484786,-0.09366983,-0.092183,-0.09036847,-0.08820584,-0.08567574,-0.08276222,-0.0794713,-0.07581693,-0.0718131,-0.067474,-0.062813,-0.05784459,-0.052583,-0.047041,-0.04123412,-0.03517543,-0.028879,-0.022359,-0.015629,-0.0087041,-0.001597,0.0056778,0.01310644,0.02067482,0.028369,0.036175,0.04407891,0.05206665,0.06012428,0.068238,0.076393,0.08457676,0.092774
2518,KRCC1,0,0,34.976,4.6982e-07,0.0019591,-0.14881,-0.1432036,-0.1376221,-0.13209,-0.12665,-0.12131,-0.11609903,-0.11105266,-0.10619356,-0.10155,-0.097144,-0.093007,-0.089165,-0.08564348,-0.08247,-0.079671,-0.077273,-0.075303,-0.073788,-0.07275464,-0.07222951,-0.072239,-0.072811,-0.073971,-0.075747,-0.078165,-0.081251,-0.08500651,-0.089356,-0.094214,-0.099494,-0.10511,-0.11097,-0.11699,-0.12308849,-0.12917295,-0.13516,-0.14096,-0.14648,-0.15165,-0.15640715,-0.16075208,-0.1647,-0.16824,-0.17141,-0.17419,-0.17661,-0.17866701,-0.18037,-0.18173,-0.18275014,-0.18344357,-0.18382,-0.18388,-0.18364,-0.18309721,-0.18227,-0.18117,-0.1797903,-0.17815,-0.1762573,-0.17411682,-0.17173791,-0.16913,-0.1663,-0.1632524,-0.16,-0.15655317,-0.15291541,-0.1491,-0.14510449,-0.14094768,-0.13663421,-0.13217193,-0.12756681,-0.12282415,-0.11794924,-0.11295,-0.10782,-0.10258389,-0.097233,-0.091776,-0.08621871,-0.08056615,-0.074824,-0.068997,-0.06309,-0.05711,-0.05106,-0.044947,-0.03877641,-0.03255252,-0.026281,-0.019967,-0.01361635,-0.00723376,-0.00082471,0.0056055,0.012052,0.01850822,0.02497
2519,TWSG1,0,0,28.093,1.1943e-05,0.045049,-0.16005,-0.1515222,-0.1430177,-0.13456,-0.12617,-0.11788,-0.1097051,-0.10167091,-0.09380134,-0.08612,-0.07865,-0.071415,-0.064439,-0.05774573,-0.051358,-0.045299,-0.039593,-0.034263,-0.029333,-0.02482612,-0.02076617,-0.017177,-0.014081,-0.011502,-0.0094648,-0.0079916,-0.0071063,-0.00682174,-0.007121,-0.0079823,-0.0093836,-0.011303,-0.013719,-0.016609,-0.01995137,-0.02372441,-0.027906,-0.032474,-0.037408,-0.042684,-0.0482777,-0.05415918,-0.060297,-0.066661,-0.07322,-0.079944,-0.0868,-0.09375908,-0.10079,-0.10786,-0.11494238,-0.12200279,-0.12901,-0.13594,-0.14275,-0.14941843,-0.15591,-0.1622,-0.16824921,-0.17403,-0.17951614,-0.18467098,-0.18946563,-0.19387,-0.19785,-0.20137989,-0.20443,-0.20695623,-0.20894191,-0.21035,-0.21115407,-0.21131887,-0.21081501,-0.20961788,-0.20773938,-0.20520474,-0.2020392,-0.19827,-0.19392,-0.18900948,-0.18357,-0.17763,-0.17121011,-0.16433483,-0.15703,-0.14932,-0.14124,-0.1328,-0.12403,-0.11496,-0.10560864,-0.09600785,-0.08618,-0.07615,-0.06594364,-0.05558576,-0.04510169,-0.034517,-0.023856,-0.01314476,-0.0024083
2520,FANCF,0,0,39.981,4.3669e-08,0.00019433,-0.15687,-0.1490357,-0.141233,-0.13349,-0.12585,-0.11832,-0.1109568,-0.10377711,-0.09681546,-0.090103,-0.083671,-0.07755,-0.071772,-0.06636813,-0.061369,-0.056806,-0.05271,-0.049112,-0.046044,-0.04353705,-0.04162159,-0.040329,-0.039691,-0.039738,-0.040501,-0.042012,-0.044302,-0.04737074,-0.051135,-0.055497,-0.060357,-0.065619,-0.071182,-0.076949,-0.08282249,-0.08870296,-0.094493,-0.10009,-0.10541,-0.11033,-0.11481482,-0.11885569,-0.12247,-0.12566,-0.12844,-0.13083,-0.13283,-0.13446362,-0.13573,-0.13664,-0.13721524,-0.13745805,-0.13738,-0.137,-0.13632,-0.1353537,-0.13411,-0.13261,-0.1308573,-0.12886,-0.12663682,-0.12419306,-0.12154178,-0.11869,-0.11566,-0.11245394,-0.10908,-0.10556152,-0.10189851,-0.098106,-0.09419442,-0.09017559,-0.08606037,-0.081859,-0.0775764,-0.07321558,-0.06877956,-0.064271,-0.059694,-0.05505033,-0.050344,-0.045577,-0.04075253,-0.03587428,-0.030945,-0.025967,-0.020945,-0.01588,-0.010776,-0.0056362,-0.00046309,0.00474004,0.0099703,0.015225,0.02049988,0.02579327,0.0311017,0.036422,0.041752,0.04708716,0.052426
2521,NT5M,0,0,37.45,1.455e-07,0.00062684,-0.086855,-0.0874501,-0.0880427,-0.088629,-0.089207,-0.089774,-0.09032539,-0.09085954,-0.09137324,-0.091864,-0.092328,-0.092762,-0.093165,-0.09353253,-0.093862,-0.094151,-0.094396,-0.094594,-0.094742,-0.09483773,-0.09487796,-0.09486,-0.09478,-0.094636,-0.094425,-0.094144,-0.09379,-0.09336369,-0.09288,-0.092355,-0.091804,-0.091244,-0.090689,-0.090157,-0.08966319,-0.08922351,-0.088854,-0.088571,-0.088389,-0.088326,-0.0883866,-0.08855821,-0.088827,-0.089179,-0.0896,-0.090077,-0.090594,-0.09113899,-0.091697,-0.092253,-0.09279525,-0.09330801,-0.093778,-0.09419,-0.094532,-0.09478836,-0.094946,-0.09499,-0.09490658,-0.094682,-0.09430256,-0.09375361,-0.09302134,-0.092092,-0.090951,-0.08958426,-0.087978,-0.08611903,-0.08399218,-0.081584,-0.07887987,-0.07586634,-0.0725292,-0.06885733,-0.06485667,-0.06053939,-0.05591768,-0.051004,-0.04581,-0.04034768,-0.03463,-0.028669,-0.02247613,-0.01606432,-0.0094455,-0.0026318,0.0043645,0.011531,0.018856,0.026328,0.03393291,0.0416599,0.049496,0.05743,0.06544972,0.07354203,0.08169523,0.089897,0.098136,0.10639837,0.11467
2522,GEN1,0,0,32.191,1.749e-06,0.0070047,-0.080709,-0.0819338,-0.0831511,-0.084353,-0.08553,-0.086676,-0.08778311,-0.08884241,-0.08984644,-0.090787,-0.091657,-0.092448,-0.093152,-0.09376112,-0.094268,-0.094664,-0.094941,-0.095092,-0.095109,-0.09498434,-0.09470916,-0.094276,-0.093677,-0.092904,-0.09195,-0.090806,-0.089465,-0.08792939,-0.086231,-0.084406,-0.082491,-0.080525,-0.078542,-0.076581,-0.07467835,-0.07287014,-0.071194,-0.069686,-0.068383,-0.067322,-0.06652045,-0.06596196,-0.065627,-0.065497,-0.065552,-0.065772,-0.066138,-0.066632,-0.067233,-0.067922,-0.0686803,-0.06948776,-0.070325,-0.071174,-0.072013,-0.07282454,-0.073589,-0.074286,-0.07489708,-0.075403,-0.07578344,-0.07601992,-0.07609277,-0.075983,-0.07567,-0.07513584,-0.07436,-0.07332464,-0.07200896,-0.070394,-0.06846058,-0.06618915,-0.06356039,-0.0605586,-0.05718955,-0.05346682,-0.04940403,-0.045015,-0.040313,-0.03531127,-0.030024,-0.024465,-0.01864759,-0.01258519,-0.0062915,0.00021974,0.0069351,0.013841,0.020923,0.028169,0.03556474,0.04309623,0.05075,0.058513,0.06637085,0.07431042,0.08231801,0.09038,0.098483,0.10661283,0.11476
2523,FRAT1,0,0,99.874,1.0463e-20,6.4497e-17,-0.10363,-0.1009702,-0.0983167,-0.095682,-0.093075,-0.090505,-0.0879808,-0.08551259,-0.08310921,-0.08078,-0.078534,-0.076381,-0.074329,-0.07238895,-0.070569,-0.068879,-0.067328,-0.065924,-0.064679,-0.06359973,-0.06269672,-0.061979,-0.061456,-0.061136,-0.06103,-0.061145,-0.061493,-0.0620688,-0.062838,-0.063758,-0.064787,-0.065885,-0.067009,-0.068117,-0.06916853,-0.07012121,-0.070934,-0.071564,-0.071971,-0.072113,-0.07196584,-0.07153857,-0.070842,-0.069886,-0.068682,-0.067241,-0.065574,-0.0636913,-0.061604,-0.059324,-0.05686074,-0.05422578,-0.05143,-0.048484,-0.045399,-0.04218554,-0.038855,-0.035418,-0.03188465,-0.028267,-0.02457551,-0.02082102,-0.01701443,-0.013167,-0.0092885,-0.00539085,-0.0014847,0.00241922,0.00630992,0.010177,0.01400824,0.01779409,0.02152323,0.02518625,0.02878247,0.03231434,0.03578435,0.039195,0.042549,0.04584793,0.049095,0.052293,0.0554438,0.05855004,0.061614,0.064639,0.067626,0.070579,0.0735,0.076391,0.07925437,0.08209334,0.08491,0.087707,0.09048655,0.09325129,0.09600365,0.098746,0.10148,0.10421126,0.10694
2524,EMC1,0,0,34.775,5.1659e-07,0.0021486,-0.16157,-0.1568522,-0.1521428,-0.14746,-0.14281,-0.1382,-0.13365612,-0.1291807,-0.12478718,-0.12049,-0.11629,-0.11222,-0.10827,-0.10445756,-0.1008,-0.097309,-0.093991,-0.090861,-0.08793,-0.08520998,-0.08271184,-0.080448,-0.078429,-0.076668,-0.075176,-0.073965,-0.073046,-0.0724242,-0.072081,-0.071994,-0.072143,-0.072507,-0.073063,-0.07379,-0.07466743,-0.07567308,-0.076786,-0.077984,-0.079246,-0.08055,-0.08188041,-0.08322702,-0.084582,-0.085936,-0.087281,-0.088608,-0.08991,-0.09117732,-0.092402,-0.093575,-0.09468855,-0.09573381,-0.096702,-0.097586,-0.098376,-0.0990635,-0.099641,-0.1001,-0.1004299,-0.10062,-0.10067539,-0.10057312,-0.10030956,-0.099876,-0.099265,-0.09846648,-0.097473,-0.09627616,-0.09486713,-0.093238,-0.09137903,-0.08928303,-0.08694112,-0.08434679,-0.08150502,-0.07842496,-0.07511579,-0.071587,-0.067847,-0.0639052,-0.059771,-0.055454,-0.05096248,-0.04630609,-0.041494,-0.036535,-0.031439,-0.026214,-0.02087,-0.015417,-0.00986216,-0.00421598,0.0015127,0.0073147,0.01318081,0.01910193,0.02506888,0.031072,0.037104,0.04315302,0.049212
2525,DDX56,0,0,74.089,3.1054e-15,1.7676e-11,-0.11426,-0.1130728,-0.1118867,-0.1107,-0.10953,-0.10835,-0.10719183,-0.10603864,-0.10489694,-0.10377,-0.10265,-0.10156,-0.10048,-0.09941843,-0.09838,-0.097365,-0.096374,-0.09541,-0.094474,-0.09356697,-0.09269138,-0.091849,-0.09104,-0.090268,-0.089534,-0.088839,-0.088185,-0.08757188,-0.086992,-0.086439,-0.085903,-0.085379,-0.084857,-0.08433,-0.08378967,-0.08322927,-0.082641,-0.082016,-0.081347,-0.080627,-0.07984995,-0.07901434,-0.078119,-0.077163,-0.076146,-0.075065,-0.073921,-0.07271137,-0.071436,-0.070093,-0.06868189,-0.06720137,-0.06565,-0.064028,-0.062332,-0.06056336,-0.058719,-0.056799,-0.05480253,-0.052727,-0.05057304,-0.04833834,-0.04602221,-0.043624,-0.041141,-0.03857432,-0.035922,-0.03318188,-0.03035423,-0.027438,-0.0244306,-0.02133244,-0.01814192,-0.01485845,-0.01148432,-0.00802289,-0.00447752,-0.00085157,0.0028516,0.00662865,0.010476,0.014391,0.01836942,0.02240837,0.026504,0.030654,0.034854,0.039101,0.043392,0.047723,0.05209117,0.05649274,0.060925,0.065383,0.06986533,0.07436762,0.07888671,0.083419,0.087962,0.09251112,0.097064
2526,ATP2B1,0,0,31.92,1.9866e-06,0.0079246,-0.14371,-0.1447221,-0.1457214,-0.1467,-0.14765,-0.14856,-0.14941109,-0.1502053,-0.1509277,-0.15157,-0.15212,-0.15256,-0.15289,-0.15310372,-0.15318,-0.15311,-0.15289,-0.15251,-0.15195,-0.15120177,-0.1502625,-0.14912,-0.14776,-0.14617,-0.14435,-0.14228,-0.13996,-0.13738493,-0.13461,-0.13168,-0.12867,-0.12562,-0.1226,-0.11965,-0.11683889,-0.11421716,-0.11184,-0.10977,-0.10806,-0.10676,-0.10590165,-0.10546175,-0.10541,-0.10572,-0.10635,-0.10729,-0.1085,-0.10995099,-0.11162,-0.11346,-0.11546732,-0.11759657,-0.11982,-0.12212,-0.12445,-0.12678912,-0.12911,-0.13138,-0.13357712,-0.13566,-0.1376148,-0.13939994,-0.14099044,-0.14236,-0.14347,-0.14430277,-0.14482,-0.14500369,-0.14481456,-0.14423,-0.14321146,-0.14173922,-0.13978102,-0.13731301,-0.13434247,-0.130888,-0.12696821,-0.1226,-0.11781,-0.11260302,-0.10701,-0.10104,-0.09472,-0.08806411,-0.081092,-0.073822,-0.066272,-0.058463,-0.050411,-0.042135,-0.03365549,-0.02498941,-0.016156,-0.0071733,0.00193946,0.01116393,0.02048146,0.029873,0.039321,0.0488063,0.05831
2527,GGPS1,0,0,48.543,7.272e-10,3.54e-06,-0.14336,-0.1409485,-0.1385479,-0.13617,-0.13383,-0.13153,-0.12929647,-0.12712981,-0.12504503,-0.12305,-0.12117,-0.1194,-0.11776,-0.1162586,-0.11491,-0.11373,-0.11272,-0.1119,-0.11127,-0.11086124,-0.11067125,-0.11072,-0.111,-0.11155,-0.11237,-0.11346,-0.11485,-0.11653415,-0.11847,-0.12063,-0.12297,-0.12545,-0.12803,-0.13067,-0.13333535,-0.13598273,-0.13857,-0.14107,-0.14343,-0.14562,-0.14760481,-0.14939124,-0.15098,-0.15236,-0.15355,-0.15454,-0.15533,-0.15592767,-0.15633,-0.15653,-0.15653924,-0.15635425,-0.15598,-0.15541,-0.15464,-0.15368889,-0.15254,-0.15121,-0.14968808,-0.14798,-0.14607826,-0.1439927,-0.14172097,-0.13926,-0.13662,-0.13379592,-0.13079,-0.12759475,-0.12422094,-0.12067,-0.11693045,-0.11301517,-0.10892082,-0.10464873,-0.10020396,-0.09559289,-0.09082192,-0.085897,-0.080826,-0.07561357,-0.070267,-0.064792,-0.05919639,-0.05348521,-0.047665,-0.041743,-0.035725,-0.029617,-0.023426,-0.017159,-0.01082065,-0.00441871,0.0020408,0.0085515,0.01510692,0.02170075,0.02832655,0.034978,0.041649,0.04833188,0.055022
2528,TMEM199,0,0,48.122,8.9009e-10,4.3143e-06,-0.13796,-0.1357616,-0.1335716,-0.13139,-0.12922,-0.12707,-0.12494885,-0.12285033,-0.12078382,-0.11875,-0.11677,-0.11482,-0.11293,-0.11109149,-0.10931,-0.1076,-0.10595,-0.10438,-0.10289,-0.10147286,-0.10014718,-0.098913,-0.097775,-0.096737,-0.095805,-0.094982,-0.094274,-0.09368166,-0.093199,-0.09282,-0.092536,-0.092339,-0.092223,-0.09218,-0.09220258,-0.09228351,-0.092415,-0.092591,-0.092802,-0.093042,-0.09330348,-0.0935789,-0.093861,-0.094142,-0.094416,-0.094674,-0.09491,-0.09511545,-0.095284,-0.095408,-0.09547967,-0.0954924,-0.095439,-0.095311,-0.095102,-0.09480468,-0.094411,-0.093915,-0.09330829,-0.092584,-0.0917339,-0.09075171,-0.08962974,-0.088361,-0.086937,-0.08535204,-0.083598,-0.08166716,-0.07955283,-0.077247,-0.07474378,-0.07203442,-0.06911207,-0.06597109,-0.06261581,-0.05905416,-0.05529407,-0.051343,-0.04721,-0.04290254,-0.038428,-0.033795,-0.02901084,-0.02408393,-0.019022,-0.013833,-0.0085254,-0.0031063,0.0024159,0.0080333,0.01373812,0.01952227,0.025378,0.031297,0.03727159,0.04329386,0.04935583,0.05545,0.061567,0.06770046,0.073842
2529,SOS2,0,0,35.764,3.2364e-07,0.0013609,-0.1485,-0.1436814,-0.138881,-0.13411,-0.12939,-0.12473,-0.12015641,-0.11567414,-0.11130324,-0.10706,-0.10296,-0.099018,-0.095251,-0.09167604,-0.088307,-0.085162,-0.082254,-0.079602,-0.077219,-0.07512356,-0.07332999,-0.071855,-0.070713,-0.069922,-0.069497,-0.069453,-0.069807,-0.07056244,-0.071686,-0.073141,-0.074889,-0.076891,-0.079111,-0.081508,-0.08404692,-0.08668802,-0.089394,-0.092126,-0.094847,-0.097518,-0.10011254,-0.10262285,-0.10504,-0.10737,-0.10958,-0.11169,-0.11369,-0.1155618,-0.11731,-0.11892,-0.12038662,-0.12170977,-0.12288,-0.12389,-0.12474,-0.12541086,-0.12591,-0.12622,-0.1263414,-0.12627,-0.12598975,-0.12550366,-0.12480243,-0.12388,-0.12273,-0.12134571,-0.11972,-0.11785148,-0.11572878,-0.11335,-0.11070112,-0.1077837,-0.10458895,-0.10111244,-0.09736049,-0.09334329,-0.08907105,-0.084554,-0.079802,-0.07482606,-0.069636,-0.064241,-0.05865291,-0.05288099,-0.046936,-0.040827,-0.034565,-0.028161,-0.021624,-0.014964,-0.00819278,-0.00131907,0.0056465,0.012694,0.01981219,0.02699196,0.03422274,0.041494,0.048797,0.05611913,0.063452
2530,RLIM,0,0,33.883,7.875e-07,0.0032311,-0.14173,-0.1376243,-0.1335305,-0.12946,-0.12543,-0.12144,-0.11751107,-0.11365439,-0.1098807,-0.1062,-0.10263,-0.099176,-0.095853,-0.09267195,-0.089645,-0.086784,-0.084101,-0.081608,-0.079316,-0.07723769,-0.07538452,-0.073768,-0.072401,-0.071295,-0.070461,-0.069912,-0.06966,-0.06970693,-0.070036,-0.070624,-0.071448,-0.072486,-0.073716,-0.075116,-0.07666123,-0.07833103,-0.080102,-0.081953,-0.08386,-0.085802,-0.08775944,-0.0897223,-0.09168,-0.093623,-0.095542,-0.097425,-0.099263,-0.10104543,-0.10276,-0.1044,-0.10596134,-0.10742229,-0.10878,-0.11002,-0.11113,-0.11210874,-0.11294,-0.11362,-0.11412605,-0.11446,-0.11460656,-0.11455725,-0.11430146,-0.11383,-0.11313,-0.11219435,-0.11101,-0.10957233,-0.10786588,-0.10588,-0.1036117,-0.1010438,-0.09816858,-0.09497835,-0.09147943,-0.08768324,-0.08360121,-0.079245,-0.074625,-0.06975448,-0.064643,-0.059304,-0.05374685,-0.04798413,-0.042027,-0.035887,-0.029576,-0.023104,-0.016484,-0.0097263,-0.0028431,0.00415442,0.011255,0.018447,0.02571863,0.03305915,0.04045683,0.0479,0.055378,0.06287855,0.070391
2531,NKIRAS2,0,0,33.662,8.7398e-07,0.0035728,-0.15245,-0.1518901,-0.1513282,-0.15077,-0.1502,-0.14964,-0.14907175,-0.14850393,-0.14793402,-0.14736,-0.14679,-0.14621,-0.14563,-0.1450429,-0.14445,-0.14386,-0.14326,-0.14266,-0.14206,-0.14144285,-0.14082482,-0.1402,-0.13957,-0.13893,-0.13829,-0.13764,-0.13698,-0.13631978,-0.13567,-0.13505,-0.13447,-0.13396,-0.13353,-0.1332,-0.13298332,-0.13289898,-0.13296,-0.1332,-0.13361,-0.13423,-0.13505761,-0.13607091,-0.13725,-0.13859,-0.14005,-0.14162,-0.14328,-0.14501911,-0.14681,-0.14863,-0.15045874,-0.15228485,-0.15408,-0.15584,-0.15753,-0.15913321,-0.16063,-0.16201,-0.16324401,-0.16431,-0.16520339,-0.16589018,-0.16635567,-0.16658,-0.16654,-0.16622912,-0.16561,-0.16468036,-0.1634081,-0.16178,-0.15977021,-0.15736554,-0.15454436,-0.15129105,-0.14761298,-0.14352586,-0.13904543,-0.13419,-0.12897,-0.1234016,-0.11751,-0.11129,-0.10478433,-0.09799122,-0.090931,-0.083618,-0.07607,-0.068302,-0.060329,-0.052167,-0.04383186,-0.03533964,-0.026706,-0.017946,-0.00907639,-0.0001122,0.00893065,0.018036,0.027189,0.03637384,0.045574
2532,SNHG25,0,0,53.969,5.3419e-11,2.7148e-07,-0.13648,-0.1346108,-0.1327406,-0.13088,-0.12902,-0.12718,-0.1253618,-0.12355951,-0.12178099,-0.12003,-0.11831,-0.11662,-0.11497,-0.11336345,-0.1118,-0.11028,-0.10882,-0.1074,-0.10605,-0.1047556,-0.10352684,-0.10237,-0.10128,-0.10026,-0.099324,-0.098469,-0.097698,-0.09701441,-0.096415,-0.095896,-0.095456,-0.09509,-0.094796,-0.094571,-0.09441047,-0.09431268,-0.094274,-0.094291,-0.094361,-0.094481,-0.09464564,-0.09484637,-0.095075,-0.095322,-0.095581,-0.095841,-0.096094,-0.09633188,-0.096546,-0.096728,-0.09686814,-0.09695895,-0.096991,-0.096957,-0.096847,-0.09665292,-0.096366,-0.095978,-0.0954798,-0.094863,-0.09411931,-0.09323973,-0.09221578,-0.091039,-0.0897,-0.08819173,-0.086504,-0.08462947,-0.08255866,-0.080283,-0.07779464,-0.07508423,-0.07214342,-0.0689655,-0.065555,-0.06192054,-0.05807072,-0.054014,-0.049759,-0.04531527,-0.04069,-0.035893,-0.03093173,-0.02581562,-0.020553,-0.015153,-0.0096231,-0.0039729,0.0017893,0.0076548,0.0136151,0.01966154,0.025786,0.031978,0.03823158,0.04453645,0.05088439,0.057267,0.063675,0.07010049,0.076535
2533,KAT7,0,0,34.941,4.7777e-07,0.0019913,-0.12543,-0.1267242,-0.1280001,-0.12925,-0.13045,-0.13161,-0.13268615,-0.13368359,-0.13458356,-0.13537,-0.13604,-0.13656,-0.13693,-0.13713398,-0.13716,-0.13698,-0.1366,-0.136,-0.13516,-0.13406767,-0.13271186,-0.13108,-0.12915,-0.12692,-0.12436,-0.12148,-0.11824,-0.11466592,-0.11082,-0.10678,-0.10264,-0.098463,-0.094337,-0.090341,-0.08655625,-0.08306154,-0.079937,-0.077264,-0.075121,-0.073589,-0.07270471,-0.07243669,-0.072745,-0.073588,-0.074928,-0.076724,-0.078936,-0.08152388,-0.084448,-0.087669,-0.09114584,-0.09483926,-0.098709,-0.10272,-0.10682,-0.11097846,-0.11515,-0.11931,-0.12339843,-0.12739,-0.13122961,-0.13489076,-0.13832902,-0.1415,-0.14438,-0.14690714,-0.14905,-0.1507793,-0.1520416,-0.1528,-0.15301892,-0.15265407,-0.15166698,-0.15002478,-0.14773624,-0.14482528,-0.14131584,-0.13723,-0.1326,-0.12743602,-0.12177,-0.11563,-0.1090317,-0.10200319,-0.094568,-0.086749,-0.078572,-0.070059,-0.061235,-0.052124,-0.04274917,-0.03313522,-0.023306,-0.013285,-0.00309643,0.00723569,0.01768751,0.028235,0.038854,0.04952174,0.060213
