,Gene,isTF,isCDMarker,StatisticsValue,P-value,Adj P-value,Group13_PT_1,Group13_PT_0.99,Group13_PT_0.98,Group13_PT_0.97,Group13_PT_0.96,Group13_PT_0.95,Group13_PT_0.94,Group13_PT_0.93,Group13_PT_0.92,Group13_PT_0.91,Group13_PT_0.9,Group13_PT_0.89,Group13_PT_0.88,Group13_PT_0.87,Group13_PT_0.86,Group13_PT_0.85,Group13_PT_0.84,Group13_PT_0.83,Group13_PT_0.82,Group13_PT_0.81,Group13_PT_0.8,Group13_PT_0.79,Group13_PT_0.78,Group13_PT_0.77,Group13_PT_0.76,Group13_PT_0.75,Group13_PT_0.74,Group13_PT_0.73,Group13_PT_0.72,Group13_PT_0.71,Group13_PT_0.7,Group13_PT_0.69,Group13_PT_0.68,Group13_PT_0.67,Group13_PT_0.66,Group13_PT_0.65,Group13_PT_0.64,Group13_PT_0.63,Group13_PT_0.62,Group13_PT_0.61,Group13_PT_0.6,Group13_PT_0.59,Group13_PT_0.58,Group13_PT_0.57,Group13_PT_0.56,Group13_PT_0.55,Group13_PT_0.54,Group13_PT_0.53,Group13_PT_0.52,Group13_PT_0.51,Group13_PT_0.5,Group13_PT_0.49,Group13_PT_0.48,Group13_PT_0.47,Group13_PT_0.46,Group13_PT_0.45,Group13_PT_0.44,Group13_PT_0.43,Group13_PT_0.42,Group13_PT_0.41,Group13_PT_0.4,Group13_PT_0.39,Group13_PT_0.38,Group13_PT_0.37,Group13_PT_0.36,Group13_PT_0.35,Group13_PT_0.34,Group13_PT_0.33,Group13_PT_0.32,Group13_PT_0.31,Group13_PT_0.3,Group13_PT_0.29,Group13_PT_0.28,Group13_PT_0.27,Group13_PT_0.26,Group13_PT_0.25,Group13_PT_0.24,Group13_PT_0.23,Group13_PT_0.22,Group13_PT_0.21,Group13_PT_0.2,Group13_PT_0.19,Group13_PT_0.18,Group13_PT_0.17,Group13_PT_0.16,Group13_PT_0.15,Group13_PT_0.14,Group13_PT_0.13,Group13_PT_0.12,Group13_PT_0.11,Group13_PT_0.1,Group13_PT_0.09,Group13_PT_0.08,Group13_PT_0.07,Group13_PT_0.06,Group13_PT_0.05,Group13_PT_0.04,Group13_PT_0.03,Group13_PT_0.02,Group13_PT_0.01,Group13_PT_0,Group10_PT_0,Group10_PT_0.01,Group10_PT_0.02,Group10_PT_0.03,Group10_PT_0.04,Group10_PT_0.05,Group10_PT_0.06,Group10_PT_0.07,Group10_PT_0.08,Group10_PT_0.09,Group10_PT_0.1,Group10_PT_0.11,Group10_PT_0.12,Group10_PT_0.13,Group10_PT_0.14,Group10_PT_0.15,Group10_PT_0.16,Group10_PT_0.17,Group10_PT_0.18,Group10_PT_0.19,Group10_PT_0.2,Group10_PT_0.21,Group10_PT_0.22,Group10_PT_0.23,Group10_PT_0.24,Group10_PT_0.25,Group10_PT_0.26,Group10_PT_0.27,Group10_PT_0.28,Group10_PT_0.29,Group10_PT_0.3,Group10_PT_0.31,Group10_PT_0.32,Group10_PT_0.33,Group10_PT_0.34,Group10_PT_0.35,Group10_PT_0.36,Group10_PT_0.37,Group10_PT_0.38,Group10_PT_0.39,Group10_PT_0.4,Group10_PT_0.41,Group10_PT_0.42,Group10_PT_0.43,Group10_PT_0.44,Group10_PT_0.45,Group10_PT_0.46,Group10_PT_0.47,Group10_PT_0.48,Group10_PT_0.49,Group10_PT_0.5,Group10_PT_0.51,Group10_PT_0.52,Group10_PT_0.53,Group10_PT_0.54,Group10_PT_0.55,Group10_PT_0.56,Group10_PT_0.57,Group10_PT_0.58,Group10_PT_0.59,Group10_PT_0.6,Group10_PT_0.61,Group10_PT_0.62,Group10_PT_0.63,Group10_PT_0.64,Group10_PT_0.65,Group10_PT_0.66,Group10_PT_0.67,Group10_PT_0.68,Group10_PT_0.69,Group10_PT_0.7,Group10_PT_0.71,Group10_PT_0.72,Group10_PT_0.73,Group10_PT_0.74,Group10_PT_0.75,Group10_PT_0.76,Group10_PT_0.77,Group10_PT_0.78,Group10_PT_0.79,Group10_PT_0.8,Group10_PT_0.81,Group10_PT_0.82,Group10_PT_0.83,Group10_PT_0.84,Group10_PT_0.85,Group10_PT_0.86,Group10_PT_0.87,Group10_PT_0.88,Group10_PT_0.89,Group10_PT_0.9,Group10_PT_0.91,Group10_PT_0.92,Group10_PT_0.93,Group10_PT_0.94,Group10_PT_0.95,Group10_PT_0.96,Group10_PT_0.97,Group10_PT_0.98,Group10_PT_0.99,Group10_PT_1
10,RPL10,0,0,44.644,4.7148e-09,3.5663e-05,0.95426,0.964427,0.97455,0.984585,0.99449,1.004218,1.013729,1.022976,1.031917,1.040507,1.0487036,1.056462,1.0637388,1.07049,1.076672,1.0822409,1.0871529,1.091364,1.094831,1.09751,1.099357,1.100327,1.100379,1.099466,1.097547,1.094577,1.090511,1.0853078,1.0789218,1.071346,1.062659,1.052953,1.042318,1.030847,1.018632,1.005763,0.992333,0.978432,0.964153,0.949587,0.934826,0.919961,0.905083,0.890285,0.875658,0.86129,0.847283,0.833718,0.82069,0.808291,0.7966128,0.785746,0.775783,0.7668145,0.75893,0.752142,0.74638,0.74157,0.737637,0.734507,0.732105,0.730356,0.729186,0.728522,0.728287,0.728407,0.728809,0.729418,0.730158,0.730956,0.731737,0.732426,0.73295,0.733233,0.733201,0.7327788,0.7318931,0.7304688,0.7284315,0.7257065,0.7222194,0.717896,0.712661,0.706458,0.699316,0.691289,0.682434,0.672805,0.662457,0.651447,0.63982862,0.627658,0.61499,0.601879,0.588382,0.574554,0.560449,0.5461227,0.531631,0.517029,0.5023712,0.5023712,0.5088188,0.5152151,0.521509,0.5276487,0.5335834,0.539262,0.5446324,0.549644,0.5542454,0.5583852,0.5620121,0.565075,0.567522,0.569303,0.570366,0.570659,0.57013245,0.5687336,0.5664316,0.5632601,0.5592658,0.5544954,0.5489956,0.5428133,0.5359952,0.528588,0.5206384,0.51219325,0.50329923,0.4940031,0.4843516,0.4743915,0.4641695,0.4537323,0.4431268,0.4323996,0.4215975,0.4107673,0.3999557,0.3892093,0.3785751,0.3681,0.35783,0.347812,0.338094,0.328721,0.31974,0.311167,0.302997,0.295222,0.2878329,0.2808228,0.274184,0.2679075,0.2619866,0.2564131,0.2511792,0.2462769,0.241698,0.2374361,0.2334818,0.229828,0.226466,0.223389,0.2205891,0.2180578,0.2157875,0.2137705,0.2119988,0.2104646,0.20916,0.208077,0.207209,0.206546,0.206082,0.20581,0.20572,0.205807,0.206061,0.206476,0.207044,0.207756,0.208607,0.209587,0.210689,0.211907,0.213231,0.214654,0.216169,0.2177682,0.2194437,0.2211879,0.222993,0.224852,0.226757,0.2287,0.230673,0.23267,0.234681,0.236701
11,SELL,0,1,58.354,6.4319e-12,4.8683e-08,1.157032,1.166476,1.175885,1.185222,1.19445,1.203543,1.212456,1.221155,1.229607,1.237775,1.2456241,1.2531189,1.2602238,1.26690339,1.2731223,1.278845,1.2840362,1.28866,1.292682,1.296066,1.298776,1.300777,1.302035,1.302512,1.302175,1.300987,1.298913,1.2959172,1.2919649,1.2870467,1.281217,1.274538,1.267074,1.258889,1.250045,1.240606,1.230635,1.220195,1.20935,1.198164,1.186699,1.175018,1.163186,1.151266,1.13932,1.12741,1.115606,1.103965,1.092552,1.08143,1.0706634,1.060315,1.050448,1.0411253,1.0324097,1.024324,1.01685,1.009966,1.003652,0.997887,0.99265,0.98792,0.983676,0.979897,0.976563,0.973653,0.971146,0.96902,0.967256,0.965832,0.964727,0.963922,0.963393,0.963122,0.963087,0.9632664,0.9636406,0.9641882,0.9648885,0.9657206,0.9666635,0.967697,0.968799,0.969952,0.971149,0.972389,0.973668,0.974983,0.976332,0.977713,0.97912241,0.980558,0.982017,0.983497,0.984996,0.98651,0.988037,0.9895751,0.991121,0.992671,0.9942249,0.9942249,0.967762,0.94138105,0.915164,0.8891921,0.8635479,0.838313,0.8135693,0.7893986,0.7658829,0.7431039,0.7211436,0.700084,0.680006,0.660993,0.643126,0.626487,0.61115755,0.5972199,0.5847212,0.5735958,0.5637554,0.5551116,0.5475761,0.5410605,0.5354764,0.5307355,0.5267493,0.52342962,0.52068794,0.518436,0.5165853,0.5150475,0.5137344,0.5125574,0.5114283,0.5102587,0.5089602,0.5074444,0.5056229,0.5034075,0.5007097,0.497441,0.493514,0.488838,0.483327,0.476892,0.469449,0.461001,0.451631,0.441425,0.4304693,0.4188503,0.406654,0.3939658,0.3808726,0.3674601,0.3538145,0.3400218,0.326168,0.3123395,0.298622,0.285102,0.271865,0.258998,0.2465858,0.2347155,0.2234729,0.212944,0.203215,0.1943719,0.186501,0.179688,0.174007,0.169451,0.165978,0.163546,0.162114,0.16164,0.162082,0.163399,0.165549,0.168491,0.172183,0.176582,0.181649,0.18734,0.193614,0.200429,0.207745,0.2155187,0.2237091,0.2322743,0.241173,0.250363,0.259803,0.269451,0.279266,0.289206,0.299229,0.309294
12,NEGR1,0,0,43.999,6.4185e-09,4.8537e-05,0.360934,0.438504,0.515813,0.592599,0.6686,0.74356,0.817212,0.889297,0.959553,1.02772,1.0935358,1.1567397,1.2170704,1.2742667,1.3280674,1.3782112,1.4244371,1.466484,1.50409,1.536994,1.564936,1.587654,1.604886,1.616372,1.621851,1.62106,1.61374,1.5996284,1.5784649,1.5502034,1.515312,1.474333,1.427812,1.376292,1.320317,1.260429,1.197174,1.131095,1.062734,0.992637,0.921347,0.849407,0.777361,0.705753,0.635127,0.56603,0.498993,0.434573,0.37331,0.315747,0.262427,0.213895,0.170693,0.133367,0.102443,0.078017,0.059712,0.047127,0.039864,0.03752,0.039695,0.04599,0.056004,0.069336,0.085586,0.104353,0.125238,0.147839,0.171757,0.19659,0.221939,0.247404,0.272582,0.297076,0.320483,0.3424029,0.3624364,0.3801826,0.395241,0.4072112,0.4156928,0.420285,0.420589,0.416291,0.407521,0.394541,0.377615,0.357005,0.332975,0.305787,0.27570551,0.242993,0.207912,0.170727,0.131699,0.091094,0.049172,0.0061983,-0.037565,-0.081854,-0.1264066,-0.1264066,-0.1125507,-0.09875774,-0.08509,-0.0716118,-0.0583846,-0.045472,-0.0329359,-0.0208402,-0.0092474,0.0017796,0.0121781,0.021885,0.030838,0.038973,0.046228,0.052541,0.05784739,0.0620854,0.0652168,0.0672851,0.0683502,0.0684719,0.06771,0.0661244,0.063775,0.0607216,0.0570242,0.05274246,0.04793637,0.0426658,0.0369905,0.0309704,0.0246654,0.0181353,0.01144,0.0046394,-0.0022068,-0.0090386,-0.0157961,-0.0224196,-0.0288491,-0.035025,-0.040887,-0.046375,-0.051431,-0.055992,-0.060003,-0.063452,-0.066368,-0.068782,-0.0707269,-0.0722337,-0.073334,-0.074059,-0.0744407,-0.0745103,-0.0742995,-0.0738398,-0.073163,-0.0722996,-0.0712823,-0.070142,-0.068911,-0.067619,-0.0663001,-0.064984,-0.0637028,-0.0624879,-0.061371,-0.0603835,-0.059557,-0.058923,-0.058509,-0.058318,-0.058341,-0.058571,-0.058998,-0.059615,-0.060414,-0.061386,-0.062522,-0.063816,-0.065258,-0.06684,-0.068554,-0.070392,-0.072345,-0.074406,-0.076565,-0.0788151,-0.0811478,-0.0835547,-0.086028,-0.088558,-0.091138,-0.093759,-0.096414,-0.099093,-0.101788,-0.104492
13,RPS27,0,0,46.707,1.7551e-09,1.3277e-05,0.371193,0.386772,0.402314,0.417781,0.43314,0.448341,0.463359,0.478152,0.492683,0.506915,0.5208093,0.5343294,0.5474375,0.56009627,0.5722683,0.583916,0.5950021,0.605489,0.615339,0.624516,0.632981,0.640697,0.647626,0.653732,0.658977,0.663322,0.666732,0.6691683,0.6705935,0.6709961,0.670427,0.668944,0.666608,0.663478,0.659613,0.655074,0.649918,0.644206,0.637996,0.631349,0.624324,0.61698,0.609376,0.601572,0.593628,0.5856,0.577555,0.569545,0.561632,0.553875,0.5463337,0.539068,0.532136,0.5255986,0.5195128,0.513896,0.508719,0.503951,0.499563,0.495524,0.491804,0.488371,0.485196,0.482247,0.479496,0.47691,0.474459,0.472114,0.469843,0.467616,0.465403,0.463173,0.460896,0.458541,0.456077,0.4534751,0.4507036,0.4477324,0.4445309,0.4410688,0.4373154,0.43324,0.428813,0.424011,0.418843,0.413332,0.4075,0.401367,0.394955,0.388285,0.38138003,0.37426,0.366947,0.359462,0.351827,0.344064,0.336193,0.3282359,0.320215,0.312151,0.3040652,0.3040652,0.2940392,0.284006,0.273958,0.2638887,0.2537901,0.243655,0.2334767,0.2232473,0.2129599,0.2026071,0.1921816,0.181676,0.171084,0.160397,0.149608,0.138711,0.12769679,0.1165595,0.1053004,0.0939497,0.0825438,0.0711189,0.0597111,0.0483567,0.037092,0.0259532,0.0149764,0.00419793,-0.00634598,-0.0166191,-0.0265853,-0.0362082,-0.0454517,-0.0542795,-0.0626554,-0.0705432,-0.0779067,-0.0847095,-0.0909156,-0.0964886,-0.1013924,-0.105591,-0.109047,-0.111726,-0.11359,-0.114605,-0.114735,-0.114005,-0.112489,-0.110265,-0.1074105,-0.1040013,-0.100115,-0.0958286,-0.0912193,-0.086364,-0.0813399,-0.076224,-0.071093,-0.0660249,-0.0610959,-0.056383,-0.051964,-0.047916,-0.0443149,-0.0412386,-0.0387642,-0.0369685,-0.0359287,-0.0357218,-0.036425,-0.038115,-0.040858,-0.044647,-0.049443,-0.055206,-0.061899,-0.069482,-0.077918,-0.087166,-0.097189,-0.107948,-0.119403,-0.131517,-0.144251,-0.157565,-0.171421,-0.185781,-0.2006055,-0.2158559,-0.2314934,-0.2474795,-0.263775,-0.280342,-0.297141,-0.314134,-0.331282,-0.348546,-0.365887,-0.383267
14,RPL31,0,0,35.885,3.0558e-07,0.0023084,0.612383,0.622098,0.63178,0.641397,0.65092,0.660305,0.669529,0.678558,0.687358,0.695896,0.7041401,0.7120572,0.7196148,0.72678001,0.7335203,0.7398028,0.7455951,0.750864,0.755578,0.759703,0.763206,0.766057,0.76822,0.769664,0.770357,0.770265,0.769355,0.7675958,0.7649539,0.7614274,0.757088,0.752018,0.7463,0.740015,0.733248,0.726079,0.718591,0.710868,0.70299,0.69504,0.687102,0.679256,0.671586,0.664175,0.657103,0.65045,0.64431,0.638753,0.633866,0.629732,0.6264319,0.624049,0.622665,0.6223629,0.623222,0.625243,0.62834,0.632424,0.637404,0.643192,0.649697,0.656829,0.664499,0.672617,0.681094,0.689839,0.698762,0.707774,0.716786,0.725707,0.734447,0.742918,0.751028,0.758689,0.76581,0.7723019,0.7780749,0.7830392,0.7871049,0.7901823,0.7921817,0.793013,0.792587,0.790836,0.787801,0.783559,0.778184,0.771752,0.764339,0.75602,0.74687085,0.736967,0.726383,0.715195,0.703479,0.69131,0.678763,0.665915,0.65284,0.639614,0.6263126999999999,0.6263126999999999,0.6257709,0.62517824,0.624484,0.6236378,0.6225884,0.621285,0.6196777,0.6177148,0.6153459,0.6125203,0.6091872,0.605296,0.600796,0.595635,0.589765,0.583133,0.57568912,0.5673825,0.558185,0.5481414,0.5373116,0.5257553,0.5135324,0.5007027,0.4873259,0.4734618,0.4591703,0.44451117,0.42954412,0.414329,0.3989256,0.3833937,0.3677931,0.3521836,0.336625,0.3211771,0.3058997,0.2908525,0.2760954,0.2616882,0.2476907,0.234163,0.221164,0.208754,0.196993,0.185941,0.175654,0.166142,0.157368,0.149293,0.1418784,0.135087,0.12888,0.1232191,0.1180661,0.1133826,0.1091304,0.1052711,0.101767,0.0985783,0.0956681,0.092998,0.090529,0.088223,0.0860424,0.0839482,0.0819023,0.0798664,0.0778023,0.0756715,0.073436,0.071057,0.068501,0.065763,0.062848,0.059765,0.05652,0.053119,0.049569,0.045877,0.04205,0.038095,0.034018,0.029826,0.025526,0.021125,0.016628,0.012044,0.0073793,0.0026398,-0.0021673,-0.0070352,-0.011957,-0.016927,-0.021937,-0.02698,-0.032051,-0.037142,-0.042247,-0.047358
15,IGLL1,0,0,57.837,8.2552e-12,6.2475e-08,0.054495,0.066036,0.077538,0.08896,0.10027,0.111412,0.122362,0.133075,0.143512,0.153634,0.1634013,0.1727743,0.1817136,0.19017994,0.1981338,0.2055357,0.2123464,0.218526,0.224036,0.228836,0.232888,0.23615,0.238585,0.240153,0.240814,0.240529,0.239259,0.2369635,0.2336039,0.229188,0.223837,0.21769,0.210883,0.203555,0.195845,0.18789,0.179828,0.171797,0.163935,0.15638,0.149271,0.142745,0.13694,0.131994,0.128046,0.12523,0.123693,0.123564,0.124985,0.128093,0.1330263,0.139923,0.148921,0.1601589,0.1737685,0.189738,0.207895,0.228062,0.25006,0.27371,0.298832,0.325248,0.352779,0.381245,0.410468,0.44027,0.47047,0.50089,0.531351,0.561674,0.59168,0.62119,0.650025,0.678007,0.704955,0.7306919,0.755038,0.7778143,0.798842,0.8179421,0.8349355,0.849643,0.861887,0.871531,0.878656,0.883412,0.885946,0.886406,0.884941,0.881698,0.87682571,0.870472,0.862786,0.853914,0.844006,0.833209,0.821671,0.8095406,0.796966,0.784095,0.7710761,0.7710761,0.7935868,0.81603794,0.83837,0.8605232,0.8824382,0.904055,0.9253152,0.946158,0.9665243,0.9863545,1.005589,1.024168,1.042033,1.059123,1.075379,1.090742,1.10515137,1.1185483,1.1308913,1.1421982,1.1524988,1.1618229,1.1702005,1.1776614,1.1842355,1.1899525,1.1948424,1.19893509,1.20226032,1.204848,1.2067279,1.2079301,1.2084842,1.2084202,1.2077679,1.2065572,1.2048179,1.20258,1.1998732,1.1967274,1.1931725,1.189238,1.184955,1.180351,1.175459,1.170306,1.164923,1.159337,1.153573,1.147654,1.1416067,1.135454,1.129221,1.1229321,1.1166119,1.1102849,1.1039756,1.0977085,1.091508,1.085399,1.0794056,1.073553,1.067864,1.062365,1.0570804,1.0520337,1.0472499,1.0427536,1.0385691,1.0347212,1.031234,1.028133,1.025437,1.023144,1.021238,1.019704,1.018527,1.017693,1.017186,1.016992,1.017096,1.017482,1.018137,1.019044,1.02019,1.021559,1.023137,1.024908,1.0268574,1.0289709,1.0312332,1.0336296,1.036145,1.038765,1.041474,1.044257,1.0471,1.049988,1.052905,1.055837
16,FABP5,0,0,30.651,3.6073e-06,0.027217,-0.263089,-0.255834,-0.248598,-0.241398,-0.23425,-0.227181,-0.220201,-0.21333,-0.206587,-0.19999,-0.193557,-0.1873071,-0.181258,-0.17542818,-0.1698358,-0.1644991,-0.1594364,-0.154666,-0.150206,-0.146075,-0.142291,-0.138872,-0.135837,-0.133203,-0.13099,-0.129215,-0.127897,-0.1270533,-0.126703,-0.1268469,-0.127444,-0.128449,-0.129815,-0.131495,-0.133444,-0.135613,-0.137958,-0.140432,-0.142988,-0.14558,-0.148161,-0.150685,-0.153106,-0.155377,-0.157451,-0.15928,-0.160825,-0.162032,-0.162856,-0.163252,-0.1631735,-0.162573,-0.161405,-0.1596227,-0.157181,-0.154073,-0.150332,-0.145995,-0.141098,-0.135677,-0.129767,-0.123407,-0.11663,-0.109474,-0.101975,-0.094168,-0.086091,-0.077779,-0.069268,-0.060594,-0.051794,-0.042903,-0.033959,-0.024996,-0.016052,-0.0071618,0.0016379,0.0103111,0.0188215,0.0271331,0.0352096,0.043015,0.050513,0.057675,0.064509,0.071035,0.077271,0.083237,0.088952,0.094436,0.09970696,0.104785,0.10969,0.114441,0.119056,0.123556,0.127959,0.1322846,0.136553,0.140782,0.1449924,0.1449924,0.1463684,0.14782396,0.149439,0.1512918,0.153463,0.156032,0.159078,0.1626807,0.1669196,0.1718742,0.177624,0.184249,0.191828,0.20044,0.210166,0.221085,0.23327646,0.2468196,0.26175,0.2779594,0.2953104,0.3136656,0.3328876,0.352839,0.3733825,0.3943807,0.4156961,0.4371914,0.45872921,0.4801722,0.5013828,0.5222238,0.5425578,0.5622474,0.5811551,0.5991437,0.6160757,0.6318137,0.6462203,0.6591583,0.6704901,0.680078,0.687786,0.693475,0.697008,0.698249,0.697066,0.693478,0.687637,0.679699,0.6698238,0.6581672,0.644887,0.6301407,0.6140855,0.596879,0.5786784,0.5596412,0.539925,0.5196866,0.499084,0.478274,0.457415,0.436664,0.4161775,0.3961138,0.3766302,0.3578839,0.3400324,0.323233,0.307643,0.29342,0.280702,0.269489,0.259726,0.251357,0.244326,0.238578,0.234057,0.230706,0.228471,0.227296,0.227124,0.2279,0.229569,0.232074,0.235359,0.23937,0.2440497,0.2493429,0.2551937,0.2615463,0.268345,0.275534,0.283058,0.29086,0.298886,0.307079,0.315383,0.323743
17,PFN1,0,0,39.297,6.0472e-08,0.00045699,-0.274113,-0.28289,-0.291642,-0.300344,-0.30897,-0.317497,-0.325898,-0.334149,-0.342224,-0.350099,-0.3577482,-0.3651466,-0.3722694,-0.3790913,-0.3855873,-0.3917325,-0.3975016,-0.40287,-0.407812,-0.412302,-0.416317,-0.41983,-0.422816,-0.425252,-0.42711,-0.428367,-0.428998,-0.4289764,-0.4282783,-0.4268914,-0.424835,-0.422134,-0.41881,-0.41489,-0.410396,-0.405352,-0.399783,-0.393713,-0.387165,-0.380163,-0.372731,-0.364894,-0.356676,-0.348099,-0.339189,-0.32997,-0.320463,-0.310696,-0.300691,-0.290472,-0.2800626,-0.269488,-0.258771,-0.2479361,-0.2370071,-0.226,-0.214923,-0.203783,-0.192587,-0.181344,-0.170061,-0.158744,-0.147402,-0.136042,-0.124672,-0.113299,-0.10193,-0.090573,-0.079236,-0.067925,-0.056649,-0.045414,-0.034229,-0.0231,-0.012036,-0.001043,0.0098706,0.0206976,0.0314305,0.0420619,0.0525842,0.06299,0.073272,0.083425,0.093452,0.103362,0.113161,0.122858,0.132458,0.141971,0.15140244,0.16076,0.170052,0.179285,0.188466,0.197604,0.206704,0.215775,0.224824,0.233858,0.242885,0.242885,0.2418952,0.2409243,0.239991,0.2391141,0.2383125,0.237605,0.2370102,0.2365472,0.2362347,0.2360916,0.2361365,0.236388,0.236866,0.237588,0.238574,0.239842,0.24141045,0.2432991,0.245518,0.2480506,0.2508749,0.2539687,0.2573101,0.2608769,0.264647,0.2685984,0.272709,0.27695676,0.28131956,0.2857753,0.290302,0.2948776,0.2994799,0.3040869,0.3086765,0.3132266,0.3177152,0.3221202,0.3264196,0.3305912,0.3346129,0.338463,0.342119,0.345559,0.34876,0.351702,0.354362,0.356731,0.358813,0.360611,0.3621271,0.3633655,0.364329,0.3650215,0.3654456,0.3656046,0.3655019,0.3651406,0.364524,0.3636553,0.3625378,0.361175,0.359569,0.357724,0.3556436,0.3533302,0.3507874,0.3480182,0.3450261,0.3418142,0.338386,0.334744,0.330892,0.326837,0.322587,0.318148,0.313528,0.308736,0.303777,0.29866,0.293393,0.287983,0.282437,0.276763,0.270969,0.265062,0.259049,0.252938,0.2467372,0.2404534,0.2340943,0.2276674,0.22118,0.21464,0.208055,0.201433,0.19478,0.188104,0.181414,0.174716
18,HSPB1,0,0,39.931,4.4734e-08,0.0003381,-0.259188,-0.266968,-0.274707,-0.282367,-0.28991,-0.297287,-0.304467,-0.311407,-0.318068,-0.324408,-0.3303887,-0.3359696,-0.3411106,-0.34577183,-0.3499133,-0.3534951,-0.3564771,-0.358819,-0.360482,-0.361425,-0.361608,-0.360992,-0.359536,-0.357201,-0.353946,-0.349731,-0.344517,-0.3382633,-0.3309302,-0.3225104,-0.313074,-0.302703,-0.29148,-0.279486,-0.266804,-0.253515,-0.239701,-0.225444,-0.210827,-0.19593,-0.180836,-0.165627,-0.150385,-0.135192,-0.120129,-0.10528,-0.090724,-0.076545,-0.062825,-0.049644,-0.0370864,-0.025233,-0.014165,-0.0039656,0.0052861,0.01357,0.020931,0.027418,0.033079,0.037963,0.042117,0.045591,0.048433,0.050691,0.052413,0.053649,0.054446,0.054853,0.054918,0.05469,0.054217,0.053547,0.05273,0.051813,0.050844,0.049873,0.0489473,0.0481157,0.0474265,0.0469281,0.046669,0.046698,0.047062,0.047802,0.048909,0.050363,0.052141,0.054222,0.056584,0.059206,0.06206518,0.065141,0.068412,0.071855,0.07545,0.079175,0.083008,0.0869279,0.090912,0.09494,0.0989894,0.0989894,0.1249927,0.15084838,0.176409,0.2015261,0.2260528,0.249841,0.2727437,0.2946125,0.3153,0.3346586,0.3525406,0.368798,0.383284,0.39585,0.406349,0.414633,0.42055483,0.4239661,0.4247883,0.4231665,0.419291,0.4133521,0.4055402,0.3960455,0.3850586,0.3727697,0.3593691,0.34504721,0.32999439,0.314401,0.2984573,0.2823537,0.2662805,0.2504281,0.2349869,0.2201471,0.2060991,0.1930333,0.1811401,0.1706096,0.1616324,0.154399,0.149099,0.145923,0.145062,0.146706,0.151036,0.158033,0.167501,0.179234,0.1930275,0.208677,0.225978,0.2447246,0.2647132,0.2857387,0.3075963,0.3300812,0.352989,0.3761142,0.3992526,0.422199,0.44475,0.466699,0.4878424,0.5079751,0.5268923,0.5443893,0.5602614,0.5743038,0.586312,0.596081,0.603433,0.60838,0.61101,0.611412,0.609676,0.60589,0.600145,0.592527,0.583128,0.572036,0.559339,0.545128,0.529492,0.512518,0.494298,0.474918,0.4544698,0.4330411,0.4107214,0.3875997,0.363765,0.339307,0.314314,0.288875,0.263081,0.237018,0.210778,0.184448
19,PPIB,0,0,32.525,1.4942e-06,0.011279,-0.389624,-0.388544,-0.387458,-0.386361,-0.38525,-0.384108,-0.38294,-0.381738,-0.380494,-0.379204,-0.3778616,-0.3764605,-0.3749951,-0.37345961,-0.3718482,-0.3701549,-0.3683741,-0.3665,-0.364526,-0.362447,-0.360257,-0.357951,-0.355521,-0.352964,-0.350271,-0.347439,-0.34446,-0.3413301,-0.338042,-0.3345942,-0.330995,-0.327252,-0.323375,-0.319373,-0.315255,-0.311031,-0.306708,-0.302296,-0.297804,-0.293241,-0.288616,-0.283938,-0.279216,-0.274459,-0.269676,-0.26488,-0.260067,-0.25526,-0.250463,-0.245684,-0.2409335,-0.23622,-0.231552,-0.2269393,-0.2223905,-0.217919,-0.213542,-0.209277,-0.205141,-0.201152,-0.197329,-0.193687,-0.190246,-0.187021,-0.184032,-0.181295,-0.178828,-0.176649,-0.174775,-0.173223,-0.172012,-0.171159,-0.170681,-0.170596,-0.170922,-0.1716756,-0.1728749,-0.1745375,-0.1766807,-0.1793223,-0.1824797,-0.186171,-0.190412,-0.195216,-0.20056,-0.206412,-0.212741,-0.219515,-0.226702,-0.23427,-0.24218826,-0.250424,-0.258945,-0.267721,-0.276719,-0.285908,-0.295256,-0.3047306,-0.314301,-0.323934,-0.3335999,-0.3335999,-0.3112656,-0.28900943,-0.26691,-0.2450442,-0.2234914,-0.202329,-0.1816364,-0.1614904,-0.1419696,-0.1231523,-0.1051165,-0.08794,-0.071702,-0.05648,-0.042352,-0.029396,-0.01769097,-0.0073144,0.0016895,0.0093872,0.0158676,0.0212198,0.0255327,0.0288952,0.0313964,0.0331252,0.0341705,0.03462145,0.03456689,0.0340958,0.0332972,0.0322601,0.0310733,0.0298259,0.0286069,0.0275052,0.0266097,0.0260096,0.0257936,0.0260509,0.0268703,0.028341,0.030551,0.033591,0.037549,0.042514,0.04857,0.055716,0.06387,0.072948,0.0828648,0.0935365,0.104879,0.1168068,0.1292366,0.1420835,0.1552632,0.1686912,0.182283,0.1959546,0.2096212,0.223198,0.236602,0.249747,0.2625503,0.2749262,0.2867907,0.2980594,0.308648,0.3184719,0.327447,0.335488,0.342523,0.348556,0.353625,0.357766,0.361016,0.363413,0.364994,0.365795,0.365854,0.365209,0.363895,0.36195,0.359412,0.356318,0.352703,0.348607,0.344065,0.339115,0.3337939,0.3281389,0.322187,0.315975,0.309541,0.302921,0.296153,0.289274,0.28232,0.275329
