,Gene,StatisticsValue,P-value,Adj P-value,Group6_PT_0,Group6_PT_0.01,Group6_PT_0.02,Group6_PT_0.03,Group6_PT_0.04,Group6_PT_0.05,Group6_PT_0.06,Group6_PT_0.07,Group6_PT_0.08,Group6_PT_0.09,Group6_PT_0.1,Group6_PT_0.11,Group6_PT_0.12,Group6_PT_0.13,Group6_PT_0.14,Group6_PT_0.15,Group6_PT_0.16,Group6_PT_0.17,Group6_PT_0.18,Group6_PT_0.19,Group6_PT_0.2,Group6_PT_0.21,Group6_PT_0.22,Group6_PT_0.23,Group6_PT_0.24,Group6_PT_0.25,Group6_PT_0.26,Group6_PT_0.27,Group6_PT_0.28,Group6_PT_0.29,Group6_PT_0.3,Group6_PT_0.31,Group6_PT_0.32,Group6_PT_0.33,Group6_PT_0.34,Group6_PT_0.35,Group6_PT_0.36,Group6_PT_0.37,Group6_PT_0.38,Group6_PT_0.39,Group6_PT_0.4,Group6_PT_0.41,Group6_PT_0.42,Group6_PT_0.43,Group6_PT_0.44,Group6_PT_0.45,Group6_PT_0.46,Group6_PT_0.47,Group6_PT_0.48,Group6_PT_0.49,Group6_PT_0.5,Group6_PT_0.51,Group6_PT_0.52,Group6_PT_0.53,Group6_PT_0.54,Group6_PT_0.55,Group6_PT_0.56,Group6_PT_0.57,Group6_PT_0.58,Group6_PT_0.59,Group6_PT_0.6,Group6_PT_0.61,Group6_PT_0.62,Group6_PT_0.63,Group6_PT_0.64,Group6_PT_0.65,Group6_PT_0.66,Group6_PT_0.67,Group6_PT_0.68,Group6_PT_0.69,Group6_PT_0.7,Group6_PT_0.71,Group6_PT_0.72,Group6_PT_0.73,Group6_PT_0.74,Group6_PT_0.75,Group6_PT_0.76,Group6_PT_0.77,Group6_PT_0.78,Group6_PT_0.79,Group6_PT_0.8,Group6_PT_0.81,Group6_PT_0.82,Group6_PT_0.83,Group6_PT_0.84,Group6_PT_0.85,Group6_PT_0.86,Group6_PT_0.87,Group6_PT_0.88,Group6_PT_0.89,Group6_PT_0.9,Group6_PT_0.91,Group6_PT_0.92,Group6_PT_0.93,Group6_PT_0.94,Group6_PT_0.95,Group6_PT_0.96,Group6_PT_0.97,Group6_PT_0.98,Group6_PT_0.99,Group6_PT_1
18,S100a10,43.015,1.0273e-08,0.00028135,0.72727,0.6926408,0.6580234,0.62343278,0.58888,0.55438548,0.51995559,0.4856061,0.45135028,0.4172017,0.3831736,0.34928,0.31553264,0.28194656,0.24853,0.21531,0.18228663,0.1494774,0.1169,0.08455542,0.05246947,0.02065139,-0.01088542,-0.04212756,-0.07306164,-0.10367427,-0.13395,-0.16386643,-0.19294363,-0.22020304,-0.24463654,-0.26524,-0.28099362,-0.29134396,-0.29708,-0.29926,-0.29893,-0.29714206,-0.29494,-0.29284,-0.2908694,-0.28903,-0.28730715,-0.2857101,-0.28423293,-0.28287358,-0.28162993,-0.28049987,-0.2794813,-0.27857212,-0.2777702,-0.2770735,-0.27647986,-0.27598719,-0.2755934,-0.2752964,-0.27509399,-0.2749842,-0.2749648,-0.27503381,-0.27519,-0.27542844,-0.27575,-0.27615123,-0.27663043,-0.27718535,-0.27781391,-0.27851398,-0.27928348,-0.2801203,-0.2810223,-0.28198744,-0.28301357,-0.2840986,-0.2852404,-0.286437,-0.2876861,-0.2889857,-0.29033367,-0.29172793,-0.293166,-0.2946469,-0.296167,-0.29772571,-0.2993198,-0.3009476,-0.3026069,-0.3042957,-0.3060118,-0.3077531,-0.3095176,-0.31130318,-0.313108,-0.31493,-0.316765,-0.31861361,-0.32047,-0.3223403,-0.3242142,-0.3260923,-0.3279725
19,Uba1,106.562,3.9349e-22,1.0977e-17,0.21518,0.1966535,0.1782272,0.16000786,0.1421,0.1246042,0.10762688,0.0912706,0.0756388,0.060835,0.0469628,0.034126,0.02242688,0.01197022,0.0028591,-0.004803,-0.01091258,-0.0153661,-0.01806,-0.01889103,-0.01775542,-0.01454977,-0.00917057,-0.00151432,0.00852249,0.02104336,0.036152,0.05390946,0.07314917,0.09130492,0.10573476,0.1138,0.11284951,0.10129609,0.080746,0.053424,0.021553,-0.01264453,-0.046989,-0.080371,-0.1127565,-0.14416,-0.1746079,-0.204106,-0.23267409,-0.26032851,-0.28708558,-0.31296161,-0.33797291,-0.36213579,-0.3854666,-0.4079816,-0.42969715,-0.45062955,-0.4707951,-0.4902102,-0.50889102,-0.526854,-0.5441154,-0.56069151,-0.5766,-0.59185328,-0.60647,-0.62046982,-0.63386441,-0.64667165,-0.65890784,-0.6705893,-0.68173234,-0.6923533,-0.7024684,-0.71209414,-0.72124668,-0.7299424,-0.7381976,-0.7460286,-0.7534516,-0.7604832,-0.76713941,-0.77343672,-0.779391,-0.7850198,-0.790338,-0.79536285,-0.8001102,-0.8045965,-0.808838,-0.8128511,-0.8166522,-0.8202574,-0.8236832,-0.82694579,-0.830062,-0.83305,-0.8359178,-0.83869099,-0.84138,-0.8440089,-0.8465862,-0.8491309,-0.8516594
20,Rpl27a,146.257,1.2905e-30,3.6135e-26,0.17312,0.1723131,0.1715068,0.17070691,0.16992,0.16913897,0.16837728,0.1676347,0.16691441,0.1662196,0.1655534,0.16492,0.16431983,0.16375875,0.16324,0.16276,0.16233661,0.1619602,0.16164,0.16137301,0.16116856,0.16102779,0.1609539,0.16095005,0.16101945,0.16116526,0.16139,0.16168138,0.16150849,0.15975744,0.15528188,0.14694,0.13357207,0.11455361,0.090802,0.063536,0.033977,0.00334506,-0.027166,-0.056947,-0.08598442,-0.11429,-0.1418766,-0.1687558,-0.19493987,-0.22044115,-0.24527178,-0.26944396,-0.29296987,-0.31586173,-0.3381317,-0.35979201,-0.38085483,-0.40133236,-0.4212368,-0.4405803,-0.45937512,-0.4776334,-0.4953674,-0.51258923,-0.52931,-0.5455453,-0.5613,-0.57659917,-0.59144327,-0.60584839,-0.61982675,-0.63339052,-0.6465519,-0.6593231,-0.6717163,-0.68374366,-0.69541742,-0.7067498,-0.7177529,-0.728439,-0.7388202,-0.7489088,-0.75871698,-0.76825687,-0.777541,-0.7865807,-0.795389,-0.80397772,-0.8123592,-0.8205456,-0.8285491,-0.8363819,-0.8440562,-0.8515842,-0.858978,-0.86624986,-0.873412,-0.88048,-0.8874558,-0.89436193,-0.90121,-0.9080034,-0.9147631,-0.9214985,-0.9282217
21,RP24-246N21.1,140.071,2.725e-29,7.6281e-25,0.25479,0.2481022,0.2414287,0.23478933,0.2282,0.22168134,0.21524685,0.2089148,0.20270225,0.1966263,0.190704,0.18495,0.17938858,0.17402966,0.16889,0.16399,0.15935283,0.1549841,0.15091,0.14713444,0.14368763,0.14058227,0.13783543,0.13546419,0.13348562,0.13191678,0.13077,0.13005668,0.12917364,0.12686969,0.12185268,0.11283,0.09851109,0.07816391,0.052781,0.023685,-0.007804,-0.0403626,-0.072697,-0.10415,-0.13470252,-0.16438,-0.1931806,-0.2211335,-0.24824845,-0.27454029,-0.30002367,-0.32471329,-0.34862384,-0.37177004,-0.3941666,-0.41582814,-0.43676945,-0.45700519,-0.4765501,-0.4954188,-0.51362603,-0.5311865,-0.5481149,-0.56442595,-0.58013,-0.59525472,-0.6098,-0.62379041,-0.63723509,-0.6501506,-0.66255164,-0.6744529,-0.68586909,-0.6968149,-0.707305,-0.71735419,-0.72697706,-0.7361884,-0.7450028,-0.753435,-0.7614998,-0.7692117,-0.77658563,-0.78363614,-0.790378,-0.7968258,-0.802994,-0.80889831,-0.8145524,-0.8199713,-0.8251697,-0.8301623,-0.8349638,-0.8395889,-0.8440524,-0.84836881,-0.852553,-0.85662,-0.8605832,-0.86445865,-0.86826,-0.8720038,-0.8757029,-0.8793725,-0.8830275
22,Plac8,50.781,2.4802e-10,6.8239e-06,0.30328,0.2505942,0.1980106,0.1456293,0.093551,0.04187802,-0.00928969,-0.0598506,-0.10970362,-0.1587476,-0.2068813,-0.254,-0.30001379,-0.34481021,-0.38829,-0.43036,-0.47090667,-0.5098375,-0.54705,-0.58244017,-0.61590984,-0.64735688,-0.67668016,-0.70377853,-0.72855088,-0.75089607,-0.77071,-0.78790219,-0.80241594,-0.81426507,-0.82346367,-0.83003,-0.83396556,-0.83540052,-0.83477,-0.83256,-0.82927,-0.82540186,-0.82144,-0.81762,-0.8139704,-0.81047,-0.80713351,-0.8039445,-0.80090508,-0.79801248,-0.79526413,-0.79265741,-0.7901897,-0.78785836,-0.7856608,-0.78359434,-0.78165641,-0.77984438,-0.7781556,-0.7765875,-0.77513737,-0.7738027,-0.7725807,-0.77146896,-0.77046,-0.76956538,-0.76877,-0.76807095,-0.7674706,-0.76696467,-0.76655054,-0.76622558,-0.76598716,-0.7658327,-0.7657595,-0.765765,-0.76584656,-0.7660016,-0.7662274,-0.7665214,-0.7668809,-0.7673034,-0.76778627,-0.7683268,-0.768922,-0.7695705,-0.770268,-0.77101347,-0.7718032,-0.7726348,-0.7735058,-0.7744135,-0.7753553,-0.7763286,-0.7773307,-0.7783591,-0.779411,-0.78048,-0.7815753,-0.78268234,-0.7838,-0.7849331,-0.7860717,-0.7872154,-0.7883618
23,H2-K1,57.135,1.1593e-11,3.1994e-07,0.43594,0.4024927,0.3690691,0.33568614,0.30236,0.26912361,0.23598469,0.2029678,0.17009322,0.1373813,0.1048525,0.072527,0.04042512,0.00856732,-0.023026,-0.054335,-0.08533863,-0.116017,-0.14635,-0.17631633,-0.2058966,-0.23507018,-0.26381672,-0.29211588,-0.31994734,-0.34729076,-0.37413,-0.40042279,-0.42587771,-0.44987426,-0.47177918,-0.49096,-0.50678125,-0.51889858,-0.52784,-0.53432,-0.53902,-0.542655,-0.54591,-0.54913,-0.55233233,-0.55552,-0.55870041,-0.5618631,-0.56501198,-0.56814719,-0.571269,-0.57437765,-0.5774734,-0.58055648,-0.5836271,-0.58668563,-0.58973218,-0.59276703,-0.5957904,-0.5988027,-0.6018039,-0.6047944,-0.6077745,-0.61074431,-0.6137,-0.61665424,-0.61959,-0.62252619,-0.62544852,-0.62836208,-0.63126712,-0.63416387,-0.63705259,-0.6399335,-0.6428069,-0.64567296,-0.64853197,-0.6513842,-0.6542298,-0.657069,-0.6599022,-0.6627296,-0.6655513,-0.66836769,-0.671179,-0.6739853,-0.676787,-0.6795845,-0.6823777,-0.6851671,-0.6879528,-0.6907351,-0.6935142,-0.6962904,-0.6990639,-0.70183496,-0.704604,-0.70737,-0.710136,-0.71289979,-0.71566,-0.7184239,-0.7211848,-0.7239451,-0.7267052
24,Rps11,74.381,2.6933e-15,7.4782e-11,0.23743,0.2179217,0.198451,0.17904691,0.15974,0.14057241,0.12156866,0.1027651,0.08419499,0.0658918,0.0478888,0.030219,0.01291694,-0.00398521,-0.020454,-0.036455,-0.05195625,-0.0669236,-0.081324,-0.09512365,-0.10828963,-0.12078844,-0.13258672,-0.1436511,-0.15394824,-0.16344477,-0.17211,-0.17991066,-0.18706695,-0.19405875,-0.20138327,-0.20954,-0.21901921,-0.23014281,-0.24266,-0.25623,-0.2705,-0.2851094,-0.29972,-0.31416,-0.32842105,-0.34251,-0.35641928,-0.3701628,-0.38373977,-0.39715317,-0.41040589,-0.42350087,-0.43644102,-0.44922927,-0.4618685,-0.47436172,-0.48671177,-0.4989216,-0.5109941,-0.5229323,-0.53473898,-0.5464171,-0.5579697,-0.56939953,-0.58071,-0.59190283,-0.60298,-0.61395041,-0.62481061,-0.63556564,-0.64621843,-0.65677189,-0.66722896,-0.6775925,-0.6878656,-0.69805094,-0.70815161,-0.7181705,-0.7281105,-0.7379745,-0.7477655,-0.7574864,-0.76714014,-0.77672958,-0.786258,-0.7957273,-0.805142,-0.81450309,-0.823815,-0.8330802,-0.8423016,-0.851482,-0.8606245,-0.8697319,-0.8788072,-0.88785331,-0.896873,-0.90587,-0.9148455,-0.92380394,-0.93275,-0.9416799,-0.9506033,-0.9595209,-0.9684355
25,Gm10275,99.216,1.4442e-20,4.0258e-16,0.35611,0.3259422,0.2958859,0.26604406,0.23652,0.2074329,0.17887806,0.1509667,0.1238061,0.0975035,0.0721661,0.047901,0.02481601,0.00301782,-0.017386,-0.036289,-0.05358239,-0.0691602,-0.082915,-0.09473883,-0.1045252,-0.11216661,-0.1175558,-0.12058553,-0.12114854,-0.11913759,-0.11445,-0.10699584,-0.09762437,-0.08820441,-0.08066569,-0.076938,-0.07895051,-0.08790692,-0.10278,-0.12212,-0.14448,-0.16840537,-0.19247,-0.21595,-0.23882993,-0.26111,-0.28281064,-0.3039338,-0.32449197,-0.34449515,-0.36395321,-0.38287608,-0.40127366,-0.41915586,-0.4365326,-0.45341376,-0.46980929,-0.48572909,-0.5011831,-0.5161811,-0.5307332,-0.5448492,-0.558539,-0.5718125,-0.58468,-0.59715041,-0.60923,-0.62094218,-0.63228304,-0.6432671,-0.65390428,-0.66420447,-0.6741776,-0.6838336,-0.6931823,-0.7022337,-0.71099768,-0.7194841,-0.727703,-0.7356642,-0.7433776,-0.7508531,-0.75810067,-0.7651302,-0.771952,-0.7785748,-0.78501,-0.79126609,-0.7973541,-0.8032835,-0.8090642,-0.8147062,-0.8202193,-0.8256135,-0.8308987,-0.83608472,-0.841182,-0.8462,-0.8511473,-0.85603607,-0.86088,-0.8656748,-0.8704446,-0.8751945,-0.8799346
26,Rps8-ps1,54.188,4.8069e-11,1.3248e-06,0.4866,0.4393344,0.3922455,0.34550805,0.2993,0.25379009,0.209161,0.1655861,0.12324114,0.0823018,0.0429437,0.0053426,-0.0303258,-0.06388579,-0.095162,-0.12398,-0.15015837,-0.1735278,-0.19391,-0.21113017,-0.22501178,-0.23537939,-0.2420573,-0.24486981,-0.24364123,-0.23819585,-0.22836,-0.21399094,-0.19610556,-0.17701874,-0.15911829,-0.14479,-0.13642727,-0.1355736,-0.14121,-0.15181,-0.16588,-0.18188648,-0.19835,-0.21451,-0.23034713,-0.24586,-0.26104717,-0.2759248,-0.29049458,-0.30476205,-0.31873257,-0.33241152,-0.34580432,-0.35891635,-0.371753,-0.38431974,-0.39662189,-0.40866488,-0.4204541,-0.431995,-0.44329286,-0.4543532,-0.4651813,-0.47578274,-0.48616,-0.49632682,-0.50628,-0.51602861,-0.52557716,-0.53493133,-0.54409652,-0.55307814,-0.56188159,-0.5705123,-0.5789756,-0.58727688,-0.59542162,-0.6034152,-0.611263,-0.6189704,-0.6265428,-0.6339856,-0.64130429,-0.64850417,-0.655591,-0.6625692,-0.669445,-0.67622382,-0.6829108,-0.6895113,-0.6960309,-0.7024749,-0.7088487,-0.7151577,-0.7214073,-0.72760291,-0.73375,-0.73985,-0.7459198,-0.75195344,-0.75796,-0.7639451,-0.769914,-0.775872,-0.7818247
27,H2-D1,85.047,1.4828e-17,4.126e-13,0.32906,0.3122356,0.2953497,0.27834835,0.26117,0.24376856,0.2260747,0.2080346,0.18959045,0.1706847,0.1512595,0.13126,0.11062004,0.08929039,0.06721,0.044323,0.02056915,-0.0041077,-0.029766,-0.05646246,-0.08425572,-0.1132032,-0.14336261,-0.17479166,-0.20754806,-0.24168952,-0.27727,-0.3143362,-0.35225816,-0.38967631,-0.42518692,-0.45739,-0.48487083,-0.50676475,-0.52381,-0.53707,-0.54758,-0.55641125,-0.56459,-0.57264,-0.5806019,-0.58846,-0.59623227,-0.6039077,-0.61149216,-0.61898717,-0.62639436,-0.63371532,-0.64095164,-0.64810492,-0.6551768,-0.66216877,-0.66908253,-0.67591964,-0.6826817,-0.6893703,-0.69598703,-0.7025335,-0.7090113,-0.71542207,-0.72177,-0.72804875,-0.73427,-0.74042631,-0.74652567,-0.75256754,-0.75855352,-0.76448521,-0.77036421,-0.7761921,-0.7819705,-0.78770097,-0.79338515,-0.7990246,-0.804621,-0.8101758,-0.8156907,-0.8211673,-0.82660714,-0.83201187,-0.837383,-0.8427223,-0.848031,-0.8533114,-0.8585644,-0.8637919,-0.8689954,-0.8741766,-0.879337,-0.8844782,-0.8896019,-0.89470962,-0.899803,-0.90488,-0.9099529,-0.91501271,-0.92006,-0.92511,-0.9301506,-0.9351881,-0.9402239
28,Rpl10,121.016,3.2409e-25,9.0545e-21,0.22398,0.2078792,0.191812,0.17580869,0.1599,0.14412103,0.12850052,0.1130714,0.09786563,0.0829151,0.0682516,0.053907,0.03991367,0.02630299,0.013107,0.00035772,-0.01191307,-0.0236734,-0.034891,-0.04553523,-0.05557287,-0.06497246,-0.07370211,-0.08172992,-0.08902397,-0.09555237,-0.10128,-0.10620123,-0.11077953,-0.11604715,-0.12306333,-0.13289,-0.14657804,-0.16475516,-0.18669,-0.21139,-0.23788,-0.26515557,-0.29226,-0.3187,-0.34446511,-0.36957,-0.39401188,-0.4178163,-0.44098961,-0.46354276,-0.48548687,-0.50683301,-0.52759225,-0.54777568,-0.5673944,-0.58645935,-0.60498175,-0.62297263,-0.640443,-0.6574041,-0.67386681,-0.6898423,-0.7053416,-0.72037589,-0.73496,-0.74909342,-0.7628,-0.77608349,-0.78895841,-0.80143468,-0.81352338,-0.82523558,-0.83658235,-0.8475748,-0.8582239,-0.86854086,-0.87853667,-0.8882224,-0.8976092,-0.906708,-0.9155301,-0.9240863,-0.93238788,-0.94044583,-0.948271,-0.9558752,-0.963269,-0.97046292,-0.9774689,-0.9842977,-0.9909604,-0.997468,-1.0038317,-1.0100625,-1.0161716,-1.02216983,-1.028068,-1.0339,-1.039611,-1.04527706,-1.0509,-1.0564542,-1.0619874,-1.0674984,-1.0729984
29,Rpl6,131.698,1.6873e-27,4.7195e-23,0.14043,0.1315793,0.1227375,0.11391042,0.10511,0.09633021,0.08759181,0.0788977,0.07025536,0.0616721,0.0531553,0.044712,0.03635063,0.02807757,0.019901,0.011827,0.00386408,-0.0039806,-0.0117,-0.01928577,-0.02673155,-0.03402961,-0.04117255,-0.04815299,-0.05496355,-0.06159683,-0.068045,-0.07430938,-0.08060469,-0.0873934,-0.09515091,-0.10435,-0.11547379,-0.12879396,-0.14399,-0.16063,-0.17827,-0.19648204,-0.21483,-0.2331,-0.25128497,-0.26938,-0.28739484,-0.3053246,-0.32317274,-0.34094077,-0.3586301,-0.37624216,-0.39377838,-0.41124019,-0.428629,-0.44594631,-0.46319348,-0.48037196,-0.4974832,-0.5145286,-0.53150962,-0.5484277,-0.5652842,-0.58208062,-0.59882,-0.61549889,-0.63212,-0.64869393,-0.66521132,-0.6816772,-0.69809299,-0.71446013,-0.73078005,-0.7470542,-0.763284,-0.7794708,-0.79561614,-0.8117214,-0.8277881,-0.8438175,-0.8598112,-0.8757705,-0.89169691,-0.90759184,-0.923457,-0.939293,-0.955102,-0.97088537,-0.9866444,-1.0023805,-1.0180951,-1.0337897,-1.0494657,-1.0651245,-1.0807676,-1.09639637,-1.112012,-1.1276,-1.1432112,-1.158797,-1.1744,-1.1899487,-1.2055173,-1.2210832,-1.2366475
30,Rpl38,136.867,1.3218e-28,3.6994e-24,0.4722,0.44352,0.4149357,0.38654323,0.35844,0.33071732,0.30347572,0.2768096,0.25081476,0.2255872,0.2012228,0.17782,0.15546722,0.13426779,0.11432,0.095705,0.07853392,0.0628971,0.048891,0.03661071,0.02615292,0.01761328,0.01108769,0.00667206,0.00446231,0.00455434,0.0070441,0.01199602,0.01855373,0.02481227,0.0288098,0.028584,0.02217489,0.00837576,-0.011696,-0.03648,-0.064416,-0.09394174,-0.12353,-0.1524,-0.18052822,-0.20793,-0.23461699,-0.2606004,-0.28589253,-0.31050566,-0.33445185,-0.35774325,-0.38039196,-0.40241013,-0.4238099,-0.44460331,-0.46480258,-0.4844198,-0.5034671,-0.5219566,-0.53990044,-0.5573107,-0.5741996,-0.5905792,-0.60646,-0.621859,-0.63678,-0.65124715,-0.66526217,-0.67884065,-0.69199473,-0.70473652,-0.71707816,-0.7290318,-0.7406095,-0.75182338,-0.76268564,-0.7732084,-0.7834037,-0.7932838,-0.8028607,-0.8121466,-0.82115357,-0.82989379,-0.838379,-0.8466224,-0.854635,-0.86242947,-0.8700177,-0.877412,-0.8846243,-0.8916669,-0.8985518,-0.9052913,-0.9118973,-0.9183821,-0.924758,-0.93104,-0.9372302,-0.94335117,-0.94941,-0.9554234,-0.9613989,-0.9673502,-0.9732893
31,Vim,54.213,4.7481e-11,1.3087e-06,0.87694,0.7957433,0.7147683,0.63423325,0.55436,0.47536341,0.39746861,0.3208939,0.24585932,0.1725849,0.1012905,0.032196,-0.03447756,-0.09851133,-0.15968,-0.21778,-0.27257128,-0.3238441,-0.37138,-0.41494885,-0.45434078,-0.48933237,-0.51970362,-0.5452345,-0.56570501,-0.58089512,-0.59058,-0.5945815,-0.59349829,-0.58886538,-0.58226278,-0.57527,-0.56946826,-0.56599195,-0.56461,-0.56485,-0.5662,-0.56819462,-0.57034,-0.5724,-0.57436537,-0.57623,-0.57800719,-0.5796892,-0.58128065,-0.5827832,-0.58419843,-0.58552791,-0.58677324,-0.587936,-0.5890178,-0.59002018,-0.59094477,-0.59179314,-0.5925669,-0.5932676,-0.59389685,-0.5944562,-0.5949474,-0.59537178,-0.59573,-0.59602692,-0.59626,-0.59643436,-0.59654916,-0.5966068,-0.59660887,-0.59655695,-0.59645263,-0.5962975,-0.5960932,-0.59584117,-0.59554314,-0.5952006,-0.5948153,-0.5943886,-0.5939223,-0.5934179,-0.59287688,-0.59230098,-0.591692,-0.5910507,-0.59038,-0.58967982,-0.5889531,-0.5882009,-0.587425,-0.5866268,-0.5858079,-0.58497,-0.5841147,-0.58324346,-0.582358,-0.58146,-0.5805504,-0.5796315,-0.5787,-0.5777715,-0.5768336,-0.5758925,-0.5749498
32,Tagln2,109.745,8.2491e-23,2.3021e-18,0.51687,0.4881486,0.4593975,0.43058412,0.40168,0.37264537,0.34345767,0.3140828,0.28448965,0.254647,0.2245235,0.19409,0.16330983,0.13215715,0.1006,0.068604,0.03614151,0.0031798,-0.030312,-0.06436551,-0.09901149,-0.13428127,-0.17020604,-0.20681699,-0.24414532,-0.28222221,-0.32108,-0.3607351,-0.40087711,-0.44081131,-0.4798235,-0.5172,-0.55222514,-0.58441398,-0.61398,-0.64126,-0.66662,-0.69038195,-0.7129,-0.73435,-0.75476421,-0.77415,-0.7925326,-0.8099235,-0.82634154,-0.84180388,-0.85632756,-0.86992964,-0.8826272,-0.89443729,-0.905377,-0.91546335,-0.92471345,-0.93314435,-0.9407731,-0.9476168,-0.95369256,-0.9590173,-0.9636083,-0.96748239,-0.97066,-0.97314851,-0.97497,-0.97615225,-0.97669838,-0.97663012,-0.97596453,-0.97471868,-0.97290963,-0.9705544,-0.9676702,-0.96427395,-0.96038277,-0.9560137,-0.9511839,-0.9459103,-0.9402101,-0.9341003,-0.92759789,-0.92072006,-0.913484,-0.9059063,-0.898004,-0.88979541,-0.8812963,-0.872524,-0.8634958,-0.8542287,-0.8447396,-0.8350458,-0.8251643,-0.81511205,-0.804906,-0.79456,-0.7841021,-0.77353785,-0.76289,-0.7521705,-0.7414015,-0.7305983,-0.7197781
33,Rps17,105.798,5.7255e-22,1.5971e-17,0.48212,0.4495544,0.4170729,0.3847629,0.35271,0.32100108,0.28972084,0.2589555,0.22879076,0.1993125,0.1706066,0.14276,0.11585485,0.08998065,0.065222,0.041665,0.01939451,-0.0015027,-0.020941,-0.03883497,-0.05509842,-0.06964567,-0.0823909,-0.09324831,-0.10213208,-0.10895641,-0.11364,-0.11610559,-0.11695277,-0.11750259,-0.11912076,-0.12317,-0.13102481,-0.14353702,-0.16002,-0.17949,-0.20097,-0.22345672,-0.246,-0.2681,-0.28975504,-0.31096,-0.33172652,-0.3520621,-0.3719741,-0.39147001,-0.41055723,-0.42924321,-0.44753536,-0.46544112,-0.4829679,-0.5001232,-0.51691437,-0.53334888,-0.5494342,-0.5651776,-0.5805867,-0.5956688,-0.6104315,-0.62488201,-0.63903,-0.65287656,-0.66644,-0.67971194,-0.69271351,-0.70544759,-0.71792159,-0.73014296,-0.74211912,-0.7538575,-0.7653655,-0.77665063,-0.78772026,-0.7985818,-0.8092428,-0.8197105,-0.8299925,-0.8400962,-0.8500289,-0.85979817,-0.869411,-0.878876,-0.888199,-0.89738914,-0.9064525,-0.915397,-0.92423,-0.932959,-0.9415914,-0.9501346,-0.9585961,-0.96698329,-0.975304,-0.98356,-0.9917733,-0.99993758,-1.0081,-1.0161621,-1.0242372,-1.0322974,-1.0403502
34,Rps26,130.695,2.7655e-27,7.7348e-23,0.3049,0.2849015,0.2649626,0.24514947,0.22553,0.20615226,0.18709396,0.1684131,0.15017251,0.1324351,0.1152639,0.098722,0.08287136,0.06777587,0.053498,0.040101,0.02764733,0.0162001,0.0058223,-0.00342338,-0.01147389,-0.01826637,-0.02373791,-0.02782561,-0.03046658,-0.03159792,-0.031157,-0.02909616,-0.02584292,-0.0223625,-0.01964966,-0.018699,-0.02050565,-0.02571793,-0.033923,-0.044506,-0.056851,-0.07034153,-0.084375,-0.098639,-0.11311786,-0.12781,-0.14270428,-0.157805,-0.17310601,-0.18860383,-0.20429493,-0.2201758,-0.23624293,-0.2524928,-0.2689219,-0.28552671,-0.30230371,-0.3192494,-0.3363603,-0.3536328,-0.37106344,-0.3886487,-0.4063851,-0.42426913,-0.4423,-0.46046586,-0.47877,-0.49721082,-0.5157801,-0.53447589,-0.55329468,-0.57223295,-0.5912872,-0.6104539,-0.6297295,-0.64911061,-0.6685936,-0.688175,-0.7078512,-0.7276189,-0.7474744,-0.7674142,-0.78743488,-0.80753286,-0.827705,-0.8479467,-0.868256,-0.88862763,-0.9090595,-0.9295475,-0.9500883,-0.9706783,-0.9913139,-1.0119918,-1.0327082,-1.05345988,-1.074243,-1.0951,-1.1158905,-1.13674754,-1.1576,-1.1785109,-1.1994101,-1.2203163,-1.2412261
35,Ly6e,106.322,4.4283e-22,1.2353e-17,0.38807,0.3624524,0.3368467,0.31126383,0.28572,0.26021228,0.23476642,0.2093891,0.18409166,0.1588856,0.1337823,0.10879,0.08392961,0.05920309,0.034625,0.010207,-0.0140402,-0.0381045,-0.061975,-0.08563931,-0.10908703,-0.13230638,-0.15528596,-0.17801434,-0.20048011,-0.22267185,-0.24458,-0.26618158,-0.28728879,-0.30750612,-0.32642903,-0.34365,-0.35877357,-0.37157663,-0.38243,-0.39182,-0.40023,-0.40813555,-0.41601,-0.4241,-0.43240665,-0.44093,-0.44966072,-0.4586011,-0.46774559,-0.47709062,-0.4866326,-0.49636796,-0.50629312,-0.51640449,-0.5266985,-0.53717154,-0.54782006,-0.55864046,-0.5696292,-0.5807826,-0.59209721,-0.6035694,-0.6151955,-0.62697204,-0.6389,-0.65096201,-0.66317,-0.67551061,-0.68798545,-0.7005892,-0.71331829,-0.72616914,-0.73913815,-0.7522218,-0.7654164,-0.77871844,-0.79212434,-0.8056305,-0.8192334,-0.8329293,-0.8467148,-0.8605863,-0.87454006,-0.88857264,-0.90268,-0.9168598,-0.931107,-0.94541916,-0.9597919,-0.974222,-0.9887058,-1.0032397,-1.0178202,-1.0324436,-1.0471065,-1.06180513,-1.076536,-1.0913,-1.1060801,-1.1208862,-1.1357,-1.1505485,-1.1653975,-1.1802538,-1.1951136
